id,y_true,y_pred,absolute_error
1734907299.886667,214.0,122.10329364604544,91.89670635395456
1734907304.989463,321.0,235.29901729836644,85.70098270163356
1734907310.033374,60.0,133.8553499988637,73.85534999886369
1734907315.065479,78.0,120.6655623118198,42.6655623118198
1734907320.099557,66.0,122.53549577691771,56.53549577691773
1734907325.132157,236.0,230.5772242337341,5.422775766265886
1734907330.163191,141.0,166.00456206850896,25.00456206850896
1734907335.190681,64.0,119.48384406500097,55.483844065000966
1734907340.214443,80.0,79.05271657222744,0.947283427772561
1734907345.23828,280.0,235.4717536036769,44.52824639632311
1734907350.258796,277.0,254.0610620246692,22.938937975330816
1734907355.284421,197.0,150.5094820298471,46.49051797015287
1734907360.310944,47.0,100.85985576049748,53.85985576049747
1734907365.333164,59.0,134.18536033536822,75.18536033536822
1734907370.35457,47.0,46.59573859486116,0.4042614051388398
1734907375.381003,259.0,221.07802261365345,37.92197738634656
1734907380.426249,151.0,206.11637746200643,55.116377462006426
1734907385.467642,277.0,254.0610620246692,22.938937975330816
1734907390.526364,162.0,125.04342485444744,36.95657514555255
1734907395.567883,47.0,46.59573859486116,0.4042614051388398
1734907400.600989,102.0,106.92918500252972,4.929185002529721
1734907405.624661,275.0,214.02865025276205,60.97134974723795
1734907410.647211,48.0,73.91027256015678,25.910272560156784
1734907415.67044,150.0,203.0562833697471,53.05628336974709
1734907420.70487,178.0,121.99979950821113,56.00020049178889
1734907425.735679,31.0,97.7955780412412,66.79557804124121
1734907430.773879,45.0,34.891630978604084,10.108369021395916
1734907435.814429,60.0,80.48114670482335,20.481146704823345
1734907440.839255,258.0,170.67285698732016,87.32714301267984
1734907445.865022,70.0,174.7208351872619,104.72083518726193
1734907450.897319,52.0,61.1286680946513,9.128668094651305
1734907455.928383,268.0,210.873582595724,57.126417404276026
1734907460.968943,141.0,176.8822723504105,35.88227235041049
1734907466.00641,242.0,257.23393439070924,15.233934390709235
1734907471.055018,262.0,179.7516611004495,82.2483388995505
1734907476.111308,101.0,97.07561936586627,3.924380634133712
1734907481.150424,170.0,104.08374518466498,65.91625481533502
1734907486.195196,69.0,111.54550875990512,42.54550875990512
1734907491.234948,88.0,114.14481794014834,26.144817940148343
1734907496.279939,59.0,121.85910435040007,62.85910435040009
1734907501.316314,92.0,77.82913280746159,14.17086719253841
1734907506.363472,235.0,169.59506426542373,65.40493573457627
1734907511.409272,199.0,111.81820897916504,87.18179102083496
1734907516.43716,55.0,149.46756884126117,94.46756884126115
1734907521.462888,281.0,283.6355672939131,2.635567293913084
1734907526.497875,86.0,155.22757789951248,69.22757789951248
1734907531.531259,166.0,211.75723036152328,45.757230361523256
1734907536.564683,97.0,148.00343178174552,51.00343178174552
1734907541.605202,306.0,249.1507407188866,56.849259281113405
1734907546.649733,128.0,168.2136323571602,40.21363235716021
1734907551.701179,141.0,166.00456206850896,25.00456206850896
1734907556.74858,92.0,77.82913280746159,14.17086719253841
1734907561.781634,66.0,176.4441606004218,110.4441606004218
1734907566.804933,52.0,63.272209632486906,11.272209632486906
1734907571.839045,104.0,74.6761245641992,29.3238754358008
1734907576.899381,233.0,202.40028088712936,30.599719112870616
1734907581.950779,164.0,187.166789277737,23.166789277737
1734907586.994776,241.0,191.89112987172945,49.10887012827055
1734907592.035494,233.0,202.40028088712936,30.599719112870616
1734907597.090903,63.0,53.47336302211859,9.52663697788141
1734907602.159007,144.0,182.84144086141268,38.84144086141268
1734908020.783648,242.0,171.26952877957942,70.73047122042058
1734908025.85664,102.0,111.44927557408718,9.44927557408718
1734908030.905368,141.0,154.60020867217975,13.600208672179749
1734908035.948109,252.0,153.68650947308407,98.31349052691591
1734908040.997586,258.0,291.2310232238409,33.23102322384091
1734908046.041669,64.0,119.48384406500097,55.483844065000966
1734908051.106099,118.0,155.51050404974444,37.51050404974444
1734908056.165216,150.0,125.22309514887856,24.77690485112143
1734908061.220641,128.0,98.72418096807094,29.27581903192906
1734908066.281489,258.0,291.2310232238409,33.23102322384091
1734908071.32005,74.0,88.10180945898983,14.101809458989834
1734908076.352716,156.0,159.93706843463852,3.937068434638519
1734908081.392624,96.0,85.25929885962952,10.740701140370476
1734908086.416074,72.0,98.75749764337766,26.75749764337766
1734908091.447822,272.0,192.3219513698492,79.67804863015084
1734908096.473502,96.0,61.07389938417128,34.92610061582872
1734908101.514257,181.0,174.16595788399368,6.834042116006316
1734908106.552221,92.0,77.82913280746159,14.17086719253841
1734908111.604386,178.0,193.01767569490363,15.01767569490363
1734908116.634222,137.0,97.12927989718484,39.87072010281516
1734908121.670432,128.0,168.2136323571602,40.21363235716021
1734908126.698927,125.0,101.83547601327308,23.16452398672693
1734908131.731063,230.0,284.13968072574926,54.13968072574926
1734908136.760247,160.0,117.99621449150408,42.00378550849592
1734908141.784825,195.0,235.16231617635128,40.16231617635128
1734908146.81998,152.0,112.11066290507225,39.88933709492777
1734908151.869923,200.0,77.05659193974893,122.94340806025107
